molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw,RS,CS,AS
CID044269265,,,-0.008695918367342,0.822916666667,121,-0.11197089418753699,-15.0764,0.963203463203463,0.906024096385542
CID044279444,,,-0.006371464233842997,0.811111111111,107,-0.10552885784985801,-17.9439,0.9448051948051948,0.943564356435644
CID044305551,,,-0.005777312709410999,0.904761904762,370,-0.057065785965563984,-16.5245,0.883636363636364,0.911326860841424
CID044305594,,,-0.008052065443370001,0.880952380952,316,-0.07106232005862599,-11.8626,0.97536231884058,0.968156424581006
CID044305647,,,-0.006120745521601,0.9080459770110001,378,-0.05605255975859095,-9.53212,0.9747774480712172,0.967613636363636
CID044305812,,,-0.006285841917185999,0.901234567901,361,-0.060549908441181015,-14.0517,0.970070422535211,0.963106796116505
CID044305879,,,-0.006235371659197998,0.8705882352940001,270,-0.07486173905206095,-7.69337,0.974164133738602,0.967052023121387
CID044305910,,,-0.009171973343216,0.8928571428569999,342,-0.06427512633174504,-22.4466,0.9065934065934068,0.923489932885906
CID044306199,,,-0.006850138600146997,0.904761904762,369,-0.056933183368799,-17.6568,0.883018867924528,0.910204081632653
CID044328896,,,-0.006925059101659,0.8279569892470001,133,-0.10273483986353894,-11.746,0.9671814671814668,0.960278745644599
CID044328970,,,-0.007065853658535999,0.817204301075,111,-0.10261457100214802,-21.4799,0.875,0.954581673306773
CID044336137,,,-0.009399999999987998,0.84693877551,192,-0.09658035271923102,-9.63222,0.9734375,0.966470588235294
CID044336144,,,-0.008539560772776001,0.8210526315790001,118,-0.11325591455446195,-12.9498,0.977979274611399,0.9709183673469391
CID044397011,informer,informer,informer,0.835443037975,152,-0.09100380361539502,-16.5184,0.8857142857142858,0.913274336283186
CID044397192,,,-0.005012090150452999,0.912087912088,384,-0.054664924368944004,-24.295,0.975073313782991,0.912345679012346
CID044397230,,,-0.005602602010649,0.8414634146340001,176,-0.09014641818384597,-17.8725,0.887323943661972,0.9153439153439152
CID044397393,,,-0.005518049074212997,0.862068965517,239,-0.08093806402895201,-10.9578,0.9475308641975309,0.945454545454545
CID044397687,,,-0.0066348675328160005,0.80487804878,103,-0.10903000727167299,-6.65745,0.952247191011236,0.8897435897435899
CID044433573,,,-0.007204863219959999,0.873684210526,286,-0.07549269545645,-21.9098,0.9693140794223828,0.908960573476703
CID044479934,,,-0.006704126518639003,0.8723404255320001,276,-0.07265829867743798,-18.8507,0.88,0.906976744186047
CID044525485,,,-0.006929999999995998,0.75,57,-0.145372002885031,-14.4726,0.970383275261324,0.9633440514469448
CID044525486,,,-0.007697352928445001,0.7473684210529999,49,-0.147250843535422,-37.3042,0.937956204379562,0.88062015503876
CID044525920,,,-0.007414659911187,0.75,55,-0.150688673973722,-24.9305,0.951704545454545,0.94841628959276
CID044525921,,,-0.008471258496584998,0.736842105263,31,-0.15379854699761902,-15.1155,0.931451612903226,0.9348571428571428
CID044525922,,,-0.008771974659340001,0.720430107527,14,-0.161911602582534,-23.108,0.945859872611465,0.944390243902439
CID044525923,,,-0.007850360640899001,0.736842105263,32,-0.15696542931380902,-18.5812,0.958333333333333,0.95327868852459
CID044525924,,,-0.007636380159745,0.741935483871,39,-0.155572484552778,-11.1909,0.925438596491228,0.931736526946108
CID044525925,,,-0.008190234847726,0.734693877551,29,-0.157206439384774,-24.7291,0.8804347826086959,0.90727969348659
CID044525926,,,-0.0067030848014970005,0.744680851064,44,-0.15515579066813204,-11.3767,0.915,0.83030303030303
CID044525927,,,-0.008103497176516,0.720430107527,17,-0.16088013019627,-22.5885,0.966796875,0.959859154929577
CID044525928,,,-0.007641695488293998,0.714285714286,13,-0.166511718053459,-13.8814,0.972039473684211,0.965137614678899
CID044525929,,,-0.007901385431427,0.720430107527,16,-0.16221171027564102,-18.2937,0.963829787234043,0.957142857142857
CID044525930,informer,informer,informer,0.720430107527,15,-0.164032426995338,-20.0054,0.951149425287356,0.947945205479452
CID044525931,,,-0.007800556586258997,0.736263736264,30,-0.158954601398064,-14.2149,0.9575,0.9525
CID044525932,,,-0.009015163960327997,0.734693877551,28,-0.156904084385781,-16.1155,0.956632653061224,0.9516949152542372
CID044525933,,,-0.008108955638996999,0.7340425531910001,27,-0.15623074103056495,-19.4683,0.965447154471545,0.958695652173913
